#Digilent WaveForms Network Analyzer - Bode
#Device Name: FYSE301_1
#Serial Number: SN:210321A1AD23
#Date Time: 2023-10-03 08:59:00.086
#Start: 5 Hz
#Stop: 1e+06 Hz
#Steps: 501
#Wavegen: Wavegen1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.45574 V
#Offset: 0.000284467 V
#Relative: no
#Channel: Channel 2
#Range: 5.50406 V
#Offset: 0.000217557 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (*)
5,0.013307739146278,-29.766839290584,88.11323001399211
5.123562806643319,0.01303639572601691,-29.55750496143045,88.06232094861092
5.250179166723755,0.01324244578020763,-29.34667854677794,88.03973250169746
5.37992454136789,0.01325485344910567,-29.13863429330658,87.95368698725491
5.512876256540029,0.0130065664205045,-28.92543245807721,87.91191413543982
5.649113549127111,0.01305820172682393,-28.71484388503973,87.86808822234059
5.788717614162501,0.01302322154284925,-28.50480299372608,87.84077737508321
5.931771653216822,0.01301928454038387,-28.2934534990809,87.75910890018335
6.078360923984574,0.01316428217916596,-28.08114514031245,87.69564906239439
6.228572791096298,0.01322989575887171,-27.86911564660666,87.65404303601308
6.382496778186313,0.01322632008107488,-27.66002118937918,87.59962603698985
6.540224621247244,0.01315190786667792,-27.44582832350378,87.53234314808753
6.701850323303056,0.01286629876114164,-27.23313495550212,87.48718612462045
6.867470210433209,0.01275581157809569,-27.02226927250937,87.41628727494719
7.037182989181313,0.01296632080209407,-26.80782463787538,87.34462252166523
7.211089805382488,0.01309321494355677,-26.59471887887821,87.28707394883355
7.389294304444507,0.01316952615056918,-26.38321456768486,87.23347223752032
7.57190269311864,0.01317888017207414,-26.17414681933141,87.16516147448289
7.759023802797012,0.01324892025607906,-25.96282031143192,87.08905441689757
7.950769154374196,0.01321852777555651,-25.75207969719776,87.01200626649998
8.14725302471172,0.01295758007062164,-25.54000205406501,86.93075588165539
8.34859251474507,0.01312320156559088,-25.33151313038852,86.85645130741202
8.554907619273733,0.01295103880049816,-25.12250510226321,86.78603088972324
8.76632129847609,0.01290223818505853,-24.90977845113889,86.69931824508959
8.982959551191454,0.01307750623461419,-24.70328189684489,86.61916920844655
