#Digilent WaveForms Network Analyzer - Bode
#Device Name: FYSE301_1
#Serial Number: SN:210321A1AD23
#Date Time: 2023-10-03 09:18:53.812
#Start: 5 Hz
#Stop: 1e+06 Hz
#Steps: 501
#Wavegen: Wavegen1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.45574 V
#Offset: 0.000284467 V
#Relative: no
#Channel: Channel 2
#Range: 5.50406 V
#Offset: 0.000217557 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (*)
5,0.01380238819649518,-0.0206265142523338,-1.855759767423152
5.123562806643319,0.01367654964900234,-0.02073114101439873,-1.90261719653012
5.250179166723755,0.0137700340108646,-0.02119016467189199,-1.949809118041888
5.37992454136789,0.01378707320453054,-0.02140979583205592,-1.99878132153404
5.512876256540029,0.01343901281291512,-0.02159429873706506,-2.048370371233034
5.649113549127111,0.01369672121036919,-0.02193024046243059,-2.097246613599964
5.788717614162501,0.01385379256582745,-0.02239589522890204,-2.150755036964426
5.931771653216822,0.01386163621999965,-0.02260276560796836,-2.202379174405408
6.078360923984574,0.01372894718102303,-0.02313664954010959,-2.256463412242383
6.228572791096298,0.01374627061732225,-0.02341220513628054,-2.312818894966689
6.382496778186313,0.01391228573786863,-0.02397959795666079,-2.369624540937195
6.540224621247244,0.01370651065711785,-0.02413243741046874,-2.429000181623167
6.701850323303056,0.01370666177451419,-0.02454709822449999,-2.488356632000887
6.867470210433209,0.0137881118391526,-0.02490705132681243,-2.54895155465519
7.037182989181313,0.01376733466732276,-0.02537838099683198,-2.613010466704026
7.211089805382488,0.01368477369718509,-0.02580061031107085,-2.67625563107981
7.389294304444507,0.01380841742731923,-0.02651593092974653,-2.741789354180135
7.57190269311864,0.01369875575228484,-0.02671924566323833,-2.81113098740002
7.759023802797012,0.01369859202610672,-0.02742290094251644,-2.879504413519214
7.950769154374196,0.01383814565225591,-0.02802755669670784,-2.950032803734004
8.14725302471172,0.01386620982717791,-0.02872105145683798,-3.023070232651941
8.34859251474507,0.01370175712321314,-0.02912438231221576,-3.098581508065436
8.554907619273733,0.0138885268274396,-0.02976757894817753,-3.175098287089327
8.76632129847609,0.01376864418573323,-0.03030128168830283,-3.252156239953933
8.982959551191454,0.01386691144803436,-0.03127411136838962,-3.33363890916921
9.204951490013181,0.0139399873853545,-0.0320347968624537,-3.416530388407205
9.432429418237511,0.01415934976988072,-0.0328468586102293,-3.499463330892695
9.665528908714,0.01377339927291901,-0.03354656981576552,-3.584854601697799
9.904388884644572,0.01391234022528256,-0.03456688525082287,-3.674217391256121
10.14915170237929,0.01383958355777291,-0.03523078099719897,-3.763445857225904
10.39996323625825,0.01387086881486142,-0.03629912597036801,-3.856323741458205
10.65697296555014,0.01399957006509844,-0.03761430702197551,-3.951921903435675
10.92033406353921,0.01397073097020738,-0.03838547932972564,-4.049610257082875
11.19020348881392,0.01398028541864019,-0.03951487423796362,-4.150167342221481
11.46674207881149,0.01395511834124185,-0.04061017694221054,-4.250862741682326
11.75011464567409,0.0139803957739679,-0.04189089219048419,-4.355796135887772
12.04049007447412,0.01408221141887885,-0.04306598699173142,-4.463239924850228
12.33804142386673,0.01401083548653459,-0.04438668322229335,-4.573880035958375
12.64294602922964,0.01387817408185943,-0.04576843390568034,-4.685743492740258
12.95538560835197,0.01382838362094776,-0.04719612899841692,-4.799404956742464
13.27554636973485,0.01409026759680153,-0.04877334344682352,-4.918681728761452
13.60361912356845,0.01411658856053441,-0.05051093148102805,-5.040317081554889
13.93979939545142,0.01393801427160968,-0.05200546614416186,-5.163564591989029
14.28428754292082,0.01390209768469079,-0.05388672132294363,-5.29096291002055
14.63728887486152,0.01405456369467287,-0.0558137531181492,-5.419894222996263
14.99901377386691,0.01384105431492534,-0.05771980317730797,-5.552121682170849
15.36967782162307,0.01386982459116185,-0.05962840217405382,-5.687783856266985
15.74950192739174,0.01375791657277591,-0.06179610634333571,-5.828419369050224
16.13871245966833,0.01380797969809824,-0.0640888408558863,-5.972245891944539
16.53754138109355,0.01405449385219787,-0.06658136508882638,-6.117678458152608
16.94622638669915,0.01391277203008631,-0.06893330696445558,-6.266615149813546
17.36501104556988,0.01404897338514487,-0.07154838550284497,-6.421277632266111
17.79414494600645,0.0139301633113285,-0.07436559464607204,-6.577540413205568
18.23388384427577,0.01385256347174074,-0.07702148414985734,-6.740585167305539
18.68448981703717,0.01401351102204598,-0.08010683059820561,-6.905612172308143
19.1462314175355,0.01403218749348399,-0.08348254688010695,-7.073701327037043
19.61938383565419,0.01386068744466463,-0.08674935968436057,-7.24583436455471
20.10422906192339,0.01387634126795027,-0.09007736270976544,-7.421958334974533
20.60105605558168,0.01395099531736648,-0.0938595274454946,-7.604096934634313
21.11016091679049,0.01390347686747573,-0.09779957576100864,-7.789754604539084
21.63184706310465,0.01378336670536109,-0.1016394130814438,-7.979194711723991
22.1664254103039,0.01367259104407753,-0.1058120708171917,-8.174949343791383
22.71421455769329,0.01387046520475896,-0.1101325885979075,-8.373506440514745
23.27554097798272,0.01394929623950203,-0.1150180500698175,-8.576615588906378
23.85073921185895,0.01408106204947145,-0.120047531589284,-8.786232250472636
24.44015206736599,0.0139331253755436,-0.1250671412686965,-8.998083739784136
25.04413082421265,0.01373618087282596,-0.1302836094910535,-9.217989756553095
25.66303544312909,0.01389477327192797,-0.1360140427676915,-9.440852638522188
26.2972347803971,0.0137953440899269,-0.1417674742794206,-9.669622761432784
26.94710680768194,0.0139635377155583,-0.1478870044015546,-9.904283933292135
27.6130388372969,0.01385496407418645,-0.1541646736719103,-10.1451841572995
28.29542775303438,0.01387184709273619,-0.1611125889909874,-10.38823618736138
28.99468024670202,0.01414230773262473,-0.1683548406964402,-10.63939783800106
29.71121306050366,0.01400062424038876,-0.1757535590436962,-10.89798716539596
30.44545323541035,0.01407445484404212,-0.183602120094841,-11.15763676310248
31.19783836566941,0.01361515650344727,-0.1917463043508847,-11.42642679685191
31.96881685960276,0.01378931270291978,-0.2003100170783688,-11.70076919573174
32.75884820685053,0.01390267250452658,-0.209475412366791,-11.98060848169236
33.56840325221872,0.01389162418365858,-0.2189490682875688,-12.2680426399451
34.3979644762945,0.01408846235668459,-0.2287025134166297,-12.56173753903754
35.24802628299614,0.01398877048609142,-0.2388853861554753,-12.86097354632685
36.11909529422904,0.01379973978547473,-0.2493547359311589,-13.16800575842363
37.01169065182354,0.01400512777503878,-0.2611191285207577,-13.48186830364398
37.92634432693435,0.01382389891081751,-0.272749838162513,-13.80147182388826
38.86360143708574,0.01394336095615463,-0.2852857771360056,-14.12849440696421
39.82402057105248,0.0140288783727219,-0.2984021527713815,-14.46398544740344
40.80817412176851,0.01387648115102588,-0.31197406357976,-14.80366612791279
41.81664862746351,0.01393648699507983,-0.3260854402771258,-15.15470288716301
42.85004512122891,0.01372517956387858,-0.3409610168985984,-15.50983695091628
43.9089794892233,0.0138978966115948,-0.3564277352246629,-15.87381559147947
44.99408283772978,0.01403098257517487,-0.3725340215284653,-16.24582387908887
46.10600186928417,0.01406174545570234,-0.3899906270851144,-16.62444416884837
47.24539926809845,0.01379697486765954,-0.4076223251465486,-17.01148416633995
48.41295409500855,0.01386046022222145,-0.4263827128132536,-17.4075940171053
49.60936219218326,0.01377734834362731,-0.4457228658478321,-17.81065222984962
50.83533659783349,0.01364250774895716,-0.465728132911598,-18.22126779630964
52.09160797117074,0.01368313935052968,-0.4871438232345215,-18.63818230919571
53.37892502786702,0.0139021621043152,-0.5095136332838648,-19.06556196907547
54.69805498627634,0.01374783417321275,-0.5326877878594859,-19.50025688164123
56.04978402468333,0.01398219293915287,-0.5568740315193107,-19.94545394877077
57.4349177498517,0.01371731281231019,-0.5819386985665991,-20.39642961629943
58.85428167715168,0.01374144042987878,-0.6083305908640575,-20.85730961230661
60.30872172255277,0.01362674522194189,-0.6358832999672169,-21.32726534107787
61.79910470677468,0.014373431949957,-0.6649426587411669,-21.80359312800159
63.32631887189739,0.01399407647728727,-0.6944927456616217,-22.2904171467911
64.89127441073782,0.01381480130298218,-0.725992017906525,-22.78577756395742
66.49490400930834,0.01345155917216068,-0.7581369208423084,-23.28812279135519
68.13816340268201,0.01382447713540539,-0.7921440658343205,-23.79936781941691
69.82203194459333,0.0137023514330403,-0.8274614495953225,-24.31898763486619
71.54751319111602,0.01359484158938415,-0.8640744562754378,-24.84680324981576
73.31563549876489,0.01354222334738715,-0.9025036479557896,-25.38396387535991
75.1274526373781,0.01371988369572643,-0.9422957134739247,-25.92812880451151
76.9840444181456,0.0133415378703676,-0.9836931819045371,-26.48260106882189
78.88651733715763,0.01311256283292575,-1.026555143279163,-27.04359287052327
80.83600523485686,0.01325262505279684,-1.071369924938095,-27.61306849927669
82.83366997178746,0.01322325817538527,-1.117883444700859,-28.18955528372754
84.88070212104358,0.01337060777511527,-1.166277678371702,-28.77419588505321
86.97832167782994,0.01358664410615773,-1.216577839717379,-29.36713536657027
89.12777878655758,0.01337524323901876,-1.268449670513287,-29.96786063432455
91.33035448590817,0.01342685856217811,-1.322273604696791,-30.57480315651021
